Domain,AN Pass,GD Pass,AN Errors, GD Errors
Faithless.music,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
fair.flights,true,true,,
fag.tf,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
FACIAL.pictures,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
facebook.xn--9dbq2a,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
facebook.ne,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
facebook.cx,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
exyu.accountant,true,true,,
extreme.coffee,true,true,,
ex-military.careers,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
European.cricket,true,true,,
euro.tube,true,true,,
eSports.racing,true,true,,
equitycrowdfunding.blog,false,true,REGISTRAR;REG_DATE;EXP_DATE,
enter.bet,true,true,,
encuentros.barcelona,true,true,,
Emirates.day,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
emblem.co,true,true,,
emails.live,true,true,,
email.tienda,true,true,,
email.ryukyu,true,true,,
email.reise,true,true,,
email.nrw,true,true,,
email.mba,true,true,,
email.hospital,true,true,,
email.ceo,false,true,REGISTRAR;REG_DATE;EXP_DATE,
email.bingo,true,true,,
electricbikes.ky,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
ELECTRIC.lighting,true,true,,
efood.bg,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
educate.today,true,true,,
ecommerce.money,true,true,,
eCasino.guru,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
ebay.hn,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
easylnk.tk,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
EarthLiving.tv,true,true,,
EarthDay.in,false,true,REGISTRAR;REG_DATE;EXP_DATE,
earlylearning.academy,true,true,,
e-mail.vodka,true,true,,
e-mail.study,true,true,,
e-mail.schule,true,true,,
e-mail.quebec,true,true,,
E-Mail.promo,true,true,,
e-mail.foundation,true,true,,
e-mail.flowers,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
e-mail.family,true,true,,
e-mail.doctor,true,true,,
e-mail.cymru,true,true,,
e-mail.attorney,true,true,,
dvd.vu,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
Duproprio.estate,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
dubai.chat,true,true,,
druck.jetzt,true,true,,
drinks.energy,true,true,,
download.contact,true,true,,
DontGet.exposed,true,true,,
domainhostings.ga,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
domainer.mx,false,true,REGISTRAR;REG_DATE;EXP_DATE,
divecharters.net,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
dive.biz,true,true,,
Disneyland.viajes,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
disney.re,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
directly.online,true,true,,
Diligence.engineer,true,true,,
diamond.cruises,true,true,,
DHAKA.ws,true,true,,
dhaba.desi,false,true,REGISTRAR;REG_DATE;EXP_DATE,
devops.support,true,true,,
deluxe.tokyo,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
DeJong.email,true,true,,
defi.ngo,true,true,,
decentralized.trading,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
decentralized.feedback,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
DebtConsolidation.de,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
dating.ms,false,false,REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
datedate.date,true,true,,
DATACENTER.city,true,true,,
dao.xn--5tzm5g,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
custom.motorcycles,false,true,REGISTRAR;REG_DATE;EXP_DATE,
Cupon.uno,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
cryptocurrencies.cfd,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
cruise.dating,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
cro.sex,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
creditcard.loans,true,true,,
craft.works,true,true,,
cover.claims,true,true,,
course.place,true,true,,
course.gq,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
connections.london,false,true,REGISTRAR;REG_DATE;EXP_DATE,
condos.onl,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
compra.juegos,true,true,,
compare.creditcard,true,true,,
coin.ug,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
coin.tg,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
coffee.computer,true,true,,
co.tz,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
co.inc,false,true,REGISTRAR;REG_DATE;EXP_DATE,
clubs.hockey,true,true,,
clearance.toys,true,true,,
classic.hm,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
classic.catering,true,true,,
City.team,true,true,,
cirebon.coop,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
chinesedelivery.menu,false,true,REGISTRAR,
chinese.holdings,true,true,,
cheapo.domains,true,true,,
Cheap.fans,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
chat.dentist,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
chapter11.legal,true,true,,
changenfx.management,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
celebrities.pics,false,true,REGISTRAR;REG_DATE;EXP_DATE,
CBSRADIO.fm,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
catsitter.reviews,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
casinos.tj,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
casino.mo,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
casino.kn,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
CASINO.aw,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
carinsurance.mr,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
careers.help,true,true,,
capitalist.top,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
cams.fi,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
calvinklein.al,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
CAB.llc,true,true,,
BUYTHE.best,false,true,REGISTRAR;REG_DATE;EXP_DATE,
buildanew.house,true,true,,
budweiser.rodeo,true,true,,
btc.gm,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
btc.bible,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
broad.media,true,true,,
brand.new,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
brain.engineering,true,true,,
boursede.paris,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
Boston.ml,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
BOOKINGS.rocks,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
booking.sn,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
book.museum,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
boner.solutions,true,true,,
bogo.qpon,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
bmw.gives,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
BLUEARCO.sa,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
blog.okinawa,true,true,,
blockchain.observer,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
blockchain.eus,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
blockbuster.ooo,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
block-chain.broker,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
bitland.icu,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
bitcoins.gy,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
bitcoin.xn--unup4y,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
bitcoin.xn--mk1bu44c,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
bitcoin.run,true,true,,
bitcoin.hiv,true,true,,
bitcoin.dog,true,true,,
bitcoin.christmas,false,true,REGISTRAR;REG_DATE;EXP_DATE,
bit.forex,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
biobit.xn--3ds443g,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
bingo.tm,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
bingo.tl,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
bingo.shop,true,true,,
bingo.bi,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
bing.sc,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
bill.eco,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
bidbid.bid,true,true,,
beyond.click,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
betwin.games,true,true,,
bet.brussels,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
best.hiphop,true,true,,
bb.bb,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
bastaya.es,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
baobinhduong.cf,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
banque.cm,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
bangkokrestaurant.rest,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
bangkok.hamburg,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
bambooflooring.melbourne,true,true,,
bad.health,true,true,,
awe.sm,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
avicii.dj,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
aventura.properties,true,true,,
ava.wine,true,true,,
autoscout24.tel,true,true,,
autonomous.boats,false,true,REGISTRAR;REG_DATE;EXP_DATE,
auto.surf,true,true,,
auto.pa,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
aus.country,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
AU.uk,false,true,REGISTRAR;REG_DATE;EXP_DATE,
asset.fund,true,true,,
aspen.party,true,true,,
arte.moda,true,true,,
art.boutique,true,true,,
arizona.ventures,true,true,,
arizona.graphics,true,true,,
architect.archi,true,true,,
aquariums.info,true,true,,
apuestas.red,true,true,,
apt.trade,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
apps.mk,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
app.how,true,true,,
apostas.casa,true,true,,
api.quest,false,true,REGISTRAR;REG_DATE;EXP_DATE,
aperfect.gift,true,true,,
aol.ee,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
androidap.ps,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
anaplan.consulting,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
anamikakhanna.fashion,true,true,,
analytics.global,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
anal.sh,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
anal.kz,false,false,REGISTRAR;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
america.vote,true,true,,
america.care,true,true,,
amazing.property,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
amazing.cooking,true,true,,
amazing.beer,true,true,,
altcoin.luxe,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
alphabet.srl,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
alliedhealth.courses,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
alibaba.ltda,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
ali.rip,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
alexandria.buzz,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
alaska.diamonds,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
alarmanlage.haus,true,true,,
akuro.ro,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
air.porn,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
air.express,true,true,,
air-duct.cleaning,true,true,,
AIMSEND.com,true,true,,
ai.realty,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
agoda.mu,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
aftermarket.parts,true,true,,
advertising.mn,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
adventure.show,true,true,,
ad-hoc.news,true,true,,
acheter.maison,true,true,,
accountingsoftware.download,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
accountant.tax,true,true,,
abudhabiworld.ae,false,false,REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
abc.auction,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
aaa.bargains,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
a.td,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
999.direct,true,true,,
89.ax,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
888.sy,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
69.am,true,false,,REGISTRAR;REG_DATE;EXP_DATE
4x4.camp,true,true,,
4sale.hk,false,false,REGISTRAR,REGISTRAR;REG_DATE;EXP_DATE
4free.webcam,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
360.style,true,true,,
360.shopping,true,true,,
360.navy,true,true,,
360.market,true,true,,
360.fishing,true,true,,
360.army,true,true,,
360.airforce,true,true,,
222.network,true,true,,
20.sd,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
1.gp,false,false,REGISTRAR;REG_DATE;EXP_DATE,REGISTRAR;REG_DATE;EXP_DATE
